RowName,IDNum,InGame,GamesPlayed,Mu,Sigma
Bot0,0,FALSE,0,55.114998,0.320092
Bot1,1,FALSE,0,69.30722,0.320092
Bot2,2,FALSE,0,70.390465,0.320092
Bot3,3,FALSE,0,85.957359,0.320092
Bot4,4,FALSE,0,61.266468,0.320092
Bot5,5,FALSE,0,62.959328,0.320092
Bot6,6,FALSE,0,51.179482,0.320092
Bot7,7,FALSE,0,61.469162,0.320092
Bot8,8,FALSE,0,61.150513,0.320092
Bot9,9,FALSE,0,46.993359,0.320092
Bot10,10,FALSE,0,56.219444,0.320092
Bot11,11,FALSE,0,57.297867,0.320092
Bot12,12,FALSE,0,60.588493,0.320092
Bot13,13,FALSE,0,66.96698,0.320092
Bot14,14,FALSE,0,50.165371,0.320092
Bot15,15,FALSE,0,60.521,0.320092
Bot16,16,FALSE,0,41.98019,0.320092
Bot17,17,FALSE,0,70.122566,0.320092
Bot18,18,FALSE,0,38.502934,0.320092
Bot19,19,FALSE,0,45.32317,0.320092
Bot20,20,FALSE,0,48.633484,0.320092
Bot21,21,FALSE,0,50.783363,0.320092
Bot22,22,FALSE,0,55.147278,0.320092
Bot23,23,FALSE,0,48.637711,0.320092
Bot24,24,FALSE,0,49.490227,0.320092
Bot25,25,FALSE,0,41.854958,0.320092
Bot26,26,FALSE,0,43.256355,0.320092
Bot27,27,FALSE,0,61.298077,0.320092
Bot28,28,FALSE,0,55.067448,0.320092
Bot29,29,FALSE,0,43.980698,0.320092
Bot30,30,FALSE,0,34.88974,0.320092
Bot31,31,FALSE,0,45.871677,0.320092
Bot32,32,FALSE,0,40.482109,0.320092
Bot33,33,FALSE,0,35.750538,0.320092
Bot34,34,FALSE,0,51.484089,0.320092
Bot35,35,FALSE,0,36.502945,0.320092
Bot36,36,FALSE,0,34.327976,0.320092
Bot37,37,FALSE,0,30.534044,0.320094
Bot38,38,FALSE,0,37.334671,0.320093
Bot39,39,FALSE,0,42.859596,0.320092
Bot40,40,FALSE,0,42.958221,0.320093
Bot41,41,FALSE,0,30.642361,0.320092
Bot42,42,FALSE,0,44.962486,0.320092
Bot43,43,FALSE,0,37.108406,0.320093
Bot44,44,FALSE,0,35.697868,0.320092
Bot45,45,FALSE,0,22.725557,0.320092
Bot46,46,FALSE,0,36.137661,0.320093
Bot47,47,FALSE,0,37.609669,0.320092
Bot48,48,FALSE,0,34.684242,0.320092
Bot49,49,FALSE,0,30.58148,0.320092
Bot50,50,FALSE,0,26.507328,0.320092
Bot51,51,FALSE,0,27.825964,0.320092
Bot52,52,FALSE,0,30.762918,0.320092
Bot53,53,FALSE,0,33.079266,0.320093
Bot54,54,FALSE,0,24.39403,0.320092
Bot55,55,FALSE,0,28.151716,0.320092
Bot56,56,FALSE,0,22.282341,0.320092
Bot57,57,FALSE,0,35.947388,0.320092
Bot58,58,FALSE,0,47.750507,0.320093
Bot59,59,FALSE,0,30.990644,0.320093
Bot60,60,FALSE,0,37.553288,0.320092
Bot61,61,FALSE,0,28.773212,0.320092
Bot62,62,FALSE,0,25.761879,0.320092
Bot63,63,FALSE,0,35.43726,0.320092
Bot64,64,FALSE,0,28.086367,0.320093
Bot65,65,FALSE,0,18.679611,0.320092
Bot66,66,FALSE,0,17.118883,0.320092
Bot67,67,FALSE,0,20.629274,0.320092
Bot68,68,FALSE,0,26.035545,0.320092
Bot69,69,FALSE,0,36.376839,0.320092
Bot70,70,FALSE,0,25.389244,0.320092
Bot71,71,FALSE,0,51.255455,0.320092
Bot72,72,FALSE,0,29.17194,0.320092
Bot73,73,FALSE,0,46.664387,0.320092
Bot74,74,FALSE,0,27.044304,0.320092
Bot75,75,FALSE,0,32.216507,0.320093
Bot76,76,FALSE,0,29.956331,0.320092
Bot77,77,FALSE,0,36.703823,0.320092
Bot78,78,FALSE,0,11.120602,0.320092
Bot79,79,FALSE,0,22.285738,0.320092
Bot80,80,FALSE,0,20.576172,0.320092
Bot81,81,FALSE,0,23.130949,0.320092
Bot82,82,FALSE,0,11.52928,0.320092
Bot83,83,FALSE,0,28.406773,0.320092
Bot84,84,FALSE,0,14.397739,0.320092
Bot85,85,FALSE,0,8.84536,0.320092
Bot86,86,FALSE,0,11.811134,0.320092
Bot87,87,FALSE,0,20.18981,0.320092
Bot88,88,FALSE,0,14.478317,0.320092
Bot89,89,FALSE,0,17.122192,0.320092
Bot90,90,FALSE,0,7.185246,0.320092
Bot91,91,FALSE,0,12.106099,0.320092
Bot92,92,FALSE,0,33.435123,0.320092
Bot93,93,FALSE,0,3.656173,0.320092
Bot94,94,FALSE,0,12.874397,0.320092
Bot95,95,FALSE,0,7.616917,0.320092
Bot96,96,FALSE,0,-0.051856,0.320092
Bot97,97,FALSE,0,5.821971,0.320092
Bot98,98,FALSE,0,2.9251,0.320092
Bot99,99,FALSE,0,21.306591,0.320092
