RowName,IDNum,InGame,GamesPlayed,SkillRating
Bot0,0,FALSE,0,1564.491699
Bot1,1,FALSE,0,1551.428589
Bot2,2,FALSE,0,1552.063599
Bot3,3,FALSE,0,1536.470581
Bot4,4,FALSE,0,1515.882324
Bot5,5,FALSE,0,1547.189575
Bot6,6,FALSE,0,1478.072632
Bot7,7,FALSE,0,1503.660156
Bot8,8,FALSE,0,1562.444458
Bot9,9,FALSE,0,1554.222168
Bot10,10,FALSE,0,1548.936157
Bot11,11,FALSE,0,1494.912842
Bot12,12,FALSE,0,1511.847656
Bot13,13,FALSE,0,1496.19043
Bot14,14,FALSE,0,1526.452271
Bot15,15,FALSE,0,1473.09021
Bot16,16,FALSE,0,1506.584473
Bot17,17,FALSE,0,1535.562378
Bot18,18,FALSE,0,1516.122437
Bot19,19,FALSE,0,1496.428589
Bot20,20,FALSE,0,1551.851929
Bot21,21,FALSE,0,1470.406494
Bot22,22,FALSE,0,1530.718872
Bot23,23,FALSE,0,1521.666626
Bot24,24,FALSE,0,1454.36792
Bot25,25,FALSE,0,1497.77771
Bot26,26,FALSE,0,1487.777832
Bot27,27,FALSE,0,1497.77771
Bot28,28,FALSE,0,1497.878784
Bot29,29,FALSE,0,1524.527222
Bot30,30,FALSE,0,1464.156494
Bot31,31,FALSE,0,1557.870361
Bot32,32,FALSE,0,1498.5
Bot33,33,FALSE,0,1533.946045
Bot34,34,FALSE,0,1512.083374
Bot35,35,FALSE,0,1512.083374
Bot36,36,FALSE,0,1508.583374
Bot37,37,FALSE,0,1486.70459
Bot38,38,FALSE,0,1478.333374
Bot39,39,FALSE,0,1493.078247
Bot40,40,FALSE,0,1510.0
Bot41,41,FALSE,0,1538.562012
Bot42,42,FALSE,0,1453.333374
Bot43,43,FALSE,0,1438.678223
Bot44,44,FALSE,0,1442.126465
Bot45,45,FALSE,0,1504.444458
Bot46,46,FALSE,0,1470.206665
Bot47,47,FALSE,0,1555.555664
Bot48,48,FALSE,0,1487.941162
Bot49,49,FALSE,0,1494.848389
Bot50,50,FALSE,0,1451.813599
Bot51,51,FALSE,0,1509.720093
Bot52,52,FALSE,0,1484.987549
Bot53,53,FALSE,0,1533.53186
Bot54,54,FALSE,0,1507.470459
Bot55,55,FALSE,0,1503.06897
Bot56,56,FALSE,0,1505.918335
Bot57,57,FALSE,0,1445.697876
Bot58,58,FALSE,0,1495.047607
Bot59,59,FALSE,0,1453.449463
Bot60,60,FALSE,0,1491.599731
Bot61,61,FALSE,0,1460.711914
Bot62,62,FALSE,0,1541.111084
Bot63,63,FALSE,0,1498.907227
Bot64,64,FALSE,0,1529.607788
Bot65,65,FALSE,0,1492.894775
Bot66,66,FALSE,0,1491.404175
Bot67,67,FALSE,0,1522.303955
Bot68,68,FALSE,0,1500.921021
Bot69,69,FALSE,0,1487.473022
Bot70,70,FALSE,0,1504.093628
Bot71,71,FALSE,0,1496.475098
Bot72,72,FALSE,0,1518.655029
Bot73,73,FALSE,0,1526.992432
Bot74,74,FALSE,0,1453.189697
Bot75,75,FALSE,0,1485.793091
Bot76,76,FALSE,0,1485.793091
Bot77,77,FALSE,0,1477.265747
Bot78,78,FALSE,0,1452.471313
Bot79,79,FALSE,0,1529.849609
Bot80,80,FALSE,0,1522.172363
Bot81,81,FALSE,0,1440.255371
Bot82,82,FALSE,0,1476.888916
Bot83,83,FALSE,0,1517.917114
Bot84,84,FALSE,0,1450.0
Bot85,85,FALSE,0,1482.604614
Bot86,86,FALSE,0,1440.51062
Bot87,87,FALSE,0,1481.052612
Bot88,88,FALSE,0,1537.684204
Bot89,89,FALSE,0,1531.684204
Bot90,90,FALSE,0,1548.039185
Bot91,91,FALSE,0,1493.868042
Bot92,92,FALSE,0,1492.679688
Bot93,93,FALSE,0,1448.776611
Bot94,94,FALSE,0,1501.829956
Bot95,95,FALSE,0,1451.737671
Bot96,96,FALSE,0,1456.276611
Bot97,97,FALSE,0,1477.399536
Bot98,98,FALSE,0,1488.473022
Bot99,99,FALSE,0,1474.09021
