RowName,IDNum,InGame,GamesPlayed,Mu,Sigma
Bot0,0,FALSE,0,52.836082,0.320092
Bot1,1,FALSE,0,66.976204,0.320092
Bot2,2,FALSE,0,73.079933,0.320092
Bot3,3,FALSE,0,83.412857,0.320092
Bot4,4,FALSE,0,59.053524,0.320092
Bot5,5,FALSE,0,65.755074,0.320092
Bot6,6,FALSE,0,53.973347,0.320092
Bot7,7,FALSE,0,59.253124,0.320092
Bot8,8,FALSE,0,63.973251,0.320092
Bot9,9,FALSE,0,49.71759,0.320092
Bot10,10,FALSE,0,58.924046,0.320092
Bot11,11,FALSE,0,59.984062,0.320092
Bot12,12,FALSE,0,58.217373,0.320092
Bot13,13,FALSE,0,64.669334,0.320092
Bot14,14,FALSE,0,52.82629,0.320092
Bot15,15,FALSE,0,63.153667,0.320092
Bot16,16,FALSE,0,44.70459,0.320092
Bot17,17,FALSE,0,72.815735,0.320092
Bot18,18,FALSE,0,41.308983,0.320092
Bot19,19,FALSE,0,43.109432,0.320092
Bot20,20,FALSE,0,51.324612,0.320092
Bot21,21,FALSE,0,53.432293,0.320092
Bot22,22,FALSE,0,52.867802,0.320092
Bot23,23,FALSE,0,46.356972,0.320092
Bot24,24,FALSE,0,47.192734,0.320092
Bot25,25,FALSE,0,39.56723,0.320092
Bot26,26,FALSE,0,40.936737,0.320092
Bot27,27,FALSE,0,64.118599,0.320092
Bot28,28,FALSE,0,52.789364,0.320092
Bot29,29,FALSE,0,41.644886,0.320092
Bot30,30,FALSE,0,37.536121,0.320092
Bot31,31,FALSE,0,43.646648,0.320092
Bot32,32,FALSE,0,43.241158,0.320092
Bot33,33,FALSE,0,38.483829,0.320092
Bot34,34,FALSE,0,54.272411,0.320092
Bot35,35,FALSE,0,34.227016,0.320092
Bot36,36,FALSE,0,36.990257,0.320092
Bot37,37,FALSE,0,33.192238,0.320093
Bot38,38,FALSE,0,40.026188,0.320092
Bot39,39,FALSE,0,45.56403,0.320092
Bot40,40,FALSE,0,45.660435,0.320092
Bot41,41,FALSE,0,28.449215,0.320092
Bot42,42,FALSE,0,42.605045,0.320092
Bot43,43,FALSE,0,39.805813,0.320092
Bot44,44,FALSE,0,33.443264,0.320092
Bot45,45,FALSE,0,25.49934,0.320092
Bot46,46,FALSE,0,33.871368,0.320093
Bot47,47,FALSE,0,35.423016,0.320092
Bot48,48,FALSE,0,37.336418,0.320092
Bot49,49,FALSE,0,33.238155,0.320092
Bot50,50,FALSE,0,24.126852,0.320092
Bot51,51,FALSE,0,25.583117,0.320092
Bot52,52,FALSE,0,28.566128,0.320092
Bot53,53,FALSE,0,35.777596,0.320092
Bot54,54,FALSE,0,27.100225,0.320092
Bot55,55,FALSE,0,25.897812,0.320092
Bot56,56,FALSE,0,20.069324,0.320092
Bot57,57,FALSE,0,38.675423,0.320092
Bot58,58,FALSE,0,50.459362,0.320092
Bot59,59,FALSE,0,28.786991,0.320092
Bot60,60,FALSE,0,35.250008,0.320092
Bot61,61,FALSE,0,26.498436,0.320092
Bot62,62,FALSE,0,28.414991,0.320092
Bot63,63,FALSE,0,33.105446,0.320092
Bot64,64,FALSE,0,30.825392,0.320092
Bot65,65,FALSE,0,21.222897,0.320092
Bot66,66,FALSE,0,19.748655,0.320092
Bot67,67,FALSE,0,18.216356,0.320092
Bot68,68,FALSE,0,23.672758,0.320092
Bot69,69,FALSE,0,34.104229,0.320092
Bot70,70,FALSE,0,28.056606,0.320092
Bot71,71,FALSE,0,49.045383,0.320092
Bot72,72,FALSE,0,26.88393,0.320092
Bot73,73,FALSE,0,44.423183,0.320092
Bot74,74,FALSE,0,29.81917,0.320092
Bot75,75,FALSE,0,34.940315,0.320092
Bot76,76,FALSE,0,27.642647,0.320092
Bot77,77,FALSE,0,39.411827,0.320092
Bot78,78,FALSE,0,8.259566,0.320092
Bot79,79,FALSE,0,20.07258,0.320092
Bot80,80,FALSE,0,23.023069,0.320092
Bot81,81,FALSE,0,20.882683,0.320092
Bot82,82,FALSE,0,8.636054,0.320092
Bot83,83,FALSE,0,31.134947,0.320092
Bot84,84,FALSE,0,17.193953,0.320092
Bot85,85,FALSE,0,11.456758,0.320092
Bot86,86,FALSE,0,8.89673,0.320092
Bot87,87,FALSE,0,22.655584,0.320092
Bot88,88,FALSE,0,12.398632,0.320092
Bot89,89,FALSE,0,14.8903,0.320092
Bot90,90,FALSE,0,9.996433,0.320092
Bot91,91,FALSE,0,10.172587,0.320092
Bot92,92,FALSE,0,31.159622,0.320092
Bot93,93,FALSE,0,1.808201,0.320092
Bot94,94,FALSE,0,10.892714,0.320092
Bot95,95,FALSE,0,10.373435,0.320092
Bot96,96,FALSE,0,3.755129,0.320092
Bot97,97,FALSE,0,8.817092,0.320092
Bot98,98,FALSE,0,1.216565,0.320092
Bot99,99,FALSE,0,24.140232,0.320092
