
84,5,10,Lose

84,4,11,Lose

84,4,13,Lose

84,5,10,Lose

84,10,7,Lose

84,13,11,Lose

84,9,12,Lose

84,7,7,Lose

84,12,7,Win

84,16,11,Lose

84,5,3,Win

84,11,7,Lose

84,6,6,Lose

84,8,7,Win

84,6,4,Win

84,6,8,Lose

84,8,7,Lose

84,7,9,Lose

84,16,10,Win

84,1,1,Lose

84,14,4,Win

84,12,7,Win

84,9,9,Lose

84,12,7,Win

84,6,9,Lose

84,7,7,Lose

84,10,8,Win

84,5,11,Lose

84,8,13,Lose

84,5,9,Lose

84,4,8,Lose

84,4,9,Lose

84,10,11,Win

84,9,7,Win

84,9,8,Lose

84,12,6,Win

84,6,3,Win

84,10,8,Win

84,10,8,Lose

84,6,4,Win

84,8,11,Lose

84,9,7,Lose

84,8,9,Win

84,11,5,Win

84,4,10,Lose

84,5,10,Lose

84,10,10,Lose
