
29,9,5,Win

29,5,9,Win

29,6,7,Win

29,9,6,Lose

29,6,11,Win

29,6,11,Lose

29,15,5,Win

29,4,3,Win

29,8,6,Lose

29,9,9,Win

29,2,7,Lose

29,4,4,Win

29,3,9,Lose

29,4,10,Lose

29,10,8,Lose

29,9,7,Lose

29,11,4,Win

29,15,10,Lose

29,0,0,Lose

29,14,9,Win

29,4,2,Win

29,4,6,Lose

29,10,6,Lose

29,13,5,Win

29,9,7,Win

29,18,10,Win

29,4,9,Win

29,9,11,Lose

29,8,11,Lose

29,11,3,Win

29,8,8,Lose

29,14,4,Win

29,9,10,Win

29,7,5,Win

29,5,13,Win

29,6,7,Win

29,5,7,Lose

29,10,7,Lose

29,5,8,Lose

29,10,8,Win

29,8,4,Win

29,10,5,Win

29,2,5,Lose

29,8,3,Win

29,5,6,Win

29,1,8,Lose

29,3,9,Lose

29,6,9,Win

29,10,9,Win

29,7,3,Win
