
82,6,11,Lose

82,6,8,Win

82,5,10,Lose

82,7,8,Lose

82,4,10,Lose

82,6,7,Win

82,3,8,Lose

82,3,7,Lose

82,8,9,Lose

82,1,5,Lose

82,5,8,Lose

82,9,7,Win

82,1,0,Win

82,8,6,Win

82,4,6,Lose

82,8,6,Win

82,3,4,Win

82,11,10,Lose

82,8,11,Lose

82,6,9,Lose

82,7,9,Win

82,8,10,Lose

82,5,4,Win

82,3,9,Lose

82,8,9,Lose

82,9,9,Lose

82,9,7,Win

82,7,4,Win

82,8,2,Win

82,2,7,Lose

82,7,7,Win

82,14,10,Win

82,7,10,Win

82,7,8,Lose

82,2,7,Lose

82,4,4,Win

82,11,11,Lose

82,3,9,Lose

82,12,9,Win

82,5,8,Win

82,9,9,Lose

82,7,8,Lose

82,6,12,Lose

82,11,8,Win

82,4,6,Win

82,9,7,Lose
