
39,2,11,Lose

39,6,9,Lose

39,9,10,Win

39,10,3,Win

39,12,10,Win

39,6,9,Lose

39,0,9,Lose

39,7,9,Lose

39,9,12,Win

39,8,5,Win

39,8,12,Win

39,8,3,Win

39,4,7,Lose

39,12,11,Win

39,2,7,Lose

39,6,9,Lose

39,7,12,Lose

39,11,3,Win

39,11,2,Win

39,10,8,Lose

39,5,7,Win

39,3,12,Lose

39,7,7,Lose

39,3,8,Lose

39,14,8,Win

39,11,6,Win

39,8,10,Win

39,14,7,Win

39,5,9,Lose

39,4,7,Win

39,8,6,Win

39,3,5,Win

39,6,7,Lose

39,10,8,Win

39,7,9,Win

39,4,8,Lose

39,8,9,Win

39,2,3,Win

39,2,6,Win

39,5,13,Lose

39,3,9,Lose

39,6,5,Win

39,5,9,Lose

39,4,5,Win

39,3,5,Win

39,4,7,Lose

39,4,7,Lose

39,4,6,Win

39,3,10,Win

39,2,6,Lose
