RowName,IDNum,InGame,GamesPlayed,SkillRating
Bot0,0,FALSE,1171,1762.996826
Bot1,1,FALSE,1171,1710.649414
Bot2,2,FALSE,1171,1885.391724
Bot3,3,FALSE,1171,1637.472778
Bot4,4,FALSE,1171,1604.159424
Bot5,5,FALSE,1171,1648.453613
Bot6,6,FALSE,1171,1644.411987
Bot7,7,FALSE,1171,1710.498901
Bot8,8,FALSE,1171,1722.387085
Bot9,9,FALSE,1171,1848.493896
Bot10,10,FALSE,1171,1718.910278
Bot11,11,FALSE,1171,1679.744263
Bot12,12,FALSE,1152,1574.614014
Bot13,13,FALSE,1152,1530.557129
Bot14,14,FALSE,1171,1561.052612
Bot15,15,FALSE,1171,1636.811523
Bot16,16,FALSE,1171,1594.930786
Bot17,17,FALSE,1171,1597.989136
Bot18,18,FALSE,1171,1674.407104
Bot19,19,FALSE,1171,1596.788696
Bot20,20,FALSE,1171,1560.218628
Bot21,21,FALSE,1171,1557.169067
Bot22,22,FALSE,1171,1680.209595
Bot23,23,FALSE,1171,1676.621704
Bot24,24,FALSE,1166,1557.720581
Bot25,25,FALSE,1171,1555.753418
Bot26,26,FALSE,1103,1598.555908
Bot27,27,FALSE,1171,1631.593994
Bot28,28,FALSE,1167,1555.986694
Bot29,29,FALSE,1147,1613.300537
Bot30,30,FALSE,1171,1517.403809
Bot31,31,FALSE,1171,1596.387817
Bot32,32,FALSE,1166,1636.579468
Bot33,33,FALSE,1171,1596.985718
Bot34,34,FALSE,1171,1477.874634
Bot35,35,FALSE,1166,1478.957397
Bot36,36,FALSE,1151,1514.696655
Bot37,37,FALSE,1171,1477.548584
Bot38,38,FALSE,1171,1476.146118
Bot39,39,FALSE,1166,1597.539307
Bot40,40,FALSE,1147,1494.495117
Bot41,41,FALSE,1171,1478.934204
Bot42,42,FALSE,1120,1593.576904
Bot43,43,FALSE,1118,1495.768799
Bot44,44,FALSE,1128,1575.266235
Bot45,45,FALSE,1152,1576.508789
Bot46,46,FALSE,1166,1478.434814
Bot47,47,FALSE,1171,1434.1073
Bot48,48,FALSE,1133,1369.990967
Bot49,49,FALSE,1171,1477.911621
Bot50,50,FALSE,1171,1439.237549
Bot51,51,FALSE,1171,1399.83606
Bot52,52,FALSE,1161,1543.888428
Bot53,53,FALSE,1152,1400.113037
Bot54,54,FALSE,1088,1500.671509
Bot55,55,FALSE,1125,1455.238037
Bot56,56,FALSE,1091,1436.813843
Bot57,57,FALSE,1171,1358.117798
Bot58,58,FALSE,1171,1517.954224
Bot59,59,FALSE,1171,1519.797363
Bot60,60,FALSE,1103,1435.279297
Bot61,61,FALSE,1171,1518.560913
Bot62,62,FALSE,1171,1435.796753
Bot63,63,FALSE,1171,1516.120972
Bot64,64,FALSE,1162,1438.154175
Bot65,65,FALSE,1118,1439.054565
Bot66,66,FALSE,1171,1316.700684
Bot67,67,FALSE,1171,1476.062012
Bot68,68,FALSE,1171,1555.542236
Bot69,69,FALSE,800,1294.584961
Bot70,70,FALSE,1107,1457.288574
Bot71,71,FALSE,1131,1526.180542
Bot72,72,FALSE,1025,1313.903931
Bot73,73,FALSE,912,1374.168579
Bot74,74,FALSE,1171,1479.968262
Bot75,75,FALSE,1126,1398.087769
Bot76,76,FALSE,1158,1397.123901
Bot77,77,FALSE,1146,1439.128418
Bot78,78,FALSE,1171,1605.233887
Bot79,79,FALSE,1139,1519.125854
Bot80,80,FALSE,1142,1377.82605
Bot81,81,FALSE,1171,1435.066162
Bot82,82,FALSE,1108,1395.625488
Bot83,83,FALSE,748,1248.573975
Bot84,84,FALSE,728,1255.005005
Bot85,85,FALSE,814,1313.890381
Bot86,86,FALSE,809,1312.682983
Bot87,87,FALSE,1093,1334.579956
Bot88,88,FALSE,768,1317.947266
Bot89,89,FALSE,1166,1441.701172
Bot90,90,FALSE,1140,1420.186768
Bot91,91,FALSE,982,1334.503784
Bot92,92,FALSE,734,1214.079224
Bot93,93,FALSE,934,1296.010498
Bot94,94,FALSE,1171,1357.137451
Bot95,95,FALSE,988,1355.105591
Bot96,96,FALSE,909,1338.061035
Bot97,97,FALSE,1107,1396.579712
Bot98,98,FALSE,971,1248.744385
Bot99,99,FALSE,677,1152.666992
