
41,8,7,Win

41,5,6,Win

41,2,4,Lose

41,4,6,Win

41,4,9,Lose

41,3,3,Win

41,10,9,Win

41,2,5,Win

41,5,5,Win

41,8,9,Win

41,7,8,Lose

41,6,11,Lose

41,4,5,Win

41,7,7,Lose

41,4,8,Lose

41,9,9,Lose

41,2,6,Lose

41,5,11,Lose

41,3,7,Lose

41,0,0,Lose

41,6,7,Lose

41,10,9,Win

41,3,3,Win

41,5,7,Lose

41,11,9,Lose

41,1,6,Lose

41,3,8,Lose

41,19,6,Lose

41,9,5,Win

41,12,9,Win

41,8,7,Lose

41,7,8,Lose

41,3,0,Win

41,6,4,Win

41,4,6,Win

41,6,9,Lose

41,8,9,Lose

41,15,5,Win

41,7,5,Win

41,7,5,Win

41,6,8,Win

41,6,7,Win

41,6,9,Lose

41,10,10,Win

41,11,3,Win

41,4,10,Win

41,4,8,Win

41,5,8,Lose

41,3,10,Lose

41,3,8,Lose
