RowName,IDNum,InGame,GamesPlayed,SkillRating
Bot0,0,FALSE,721,1727.427856
Bot1,1,FALSE,721,1675.094116
Bot2,2,FALSE,721,1763.328857
Bot3,3,FALSE,721,1641.195068
Bot4,4,FALSE,721,1725.434204
Bot5,5,FALSE,721,1690.180542
Bot6,6,FALSE,721,1644.092163
Bot7,7,FALSE,721,1594.8302
Bot8,8,FALSE,721,1645.669189
Bot9,9,FALSE,721,1729.70105
Bot10,10,FALSE,721,1721.9375
Bot11,11,FALSE,721,1637.71936
Bot12,12,FALSE,702,1535.560547
Bot13,13,FALSE,702,1615.421509
Bot14,14,FALSE,721,1597.94104
Bot15,15,FALSE,721,1599.741699
Bot16,16,FALSE,721,1676.716064
Bot17,17,FALSE,721,1558.802002
Bot18,18,FALSE,721,1557.841064
Bot19,19,FALSE,721,1556.327759
Bot20,20,FALSE,721,1478.465332
Bot21,21,FALSE,721,1598.64856
Bot22,22,FALSE,721,1604.829956
Bot23,23,FALSE,721,1637.166992
Bot24,24,FALSE,716,1519.160278
Bot25,25,FALSE,721,1557.389893
Bot26,26,FALSE,653,1518.551147
Bot27,27,FALSE,721,1635.957397
Bot28,28,FALSE,717,1517.741699
Bot29,29,FALSE,697,1536.950317
Bot30,30,FALSE,721,1518.498169
Bot31,31,FALSE,721,1640.399902
Bot32,32,FALSE,716,1557.527954
Bot33,33,FALSE,721,1595.970947
Bot34,34,FALSE,721,1439.102661
Bot35,35,FALSE,716,1439.334595
Bot36,36,FALSE,701,1516.302124
Bot37,37,FALSE,721,1479.272461
Bot38,38,FALSE,721,1555.175659
Bot39,39,FALSE,716,1558.730225
Bot40,40,FALSE,697,1497.059814
Bot41,41,FALSE,721,1400.577271
Bot42,42,FALSE,670,1555.116699
Bot43,43,FALSE,668,1496.414062
Bot44,44,FALSE,678,1537.390625
Bot45,45,FALSE,702,1576.422119
Bot46,46,FALSE,716,1439.105591
Bot47,47,FALSE,721,1357.06897
Bot48,48,FALSE,721,1357.867676
Bot49,49,FALSE,721,1477.306641
Bot50,50,FALSE,721,1478.697021
Bot51,51,FALSE,721,1478.965088
Bot52,52,FALSE,711,1461.625122
Bot53,53,FALSE,702,1400.375732
Bot54,54,FALSE,638,1420.877441
Bot55,55,FALSE,675,1496.682495
Bot56,56,FALSE,641,1397.181763
Bot57,57,FALSE,721,1438.928711
Bot58,58,FALSE,721,1559.16687
Bot59,59,FALSE,721,1477.450928
Bot60,60,FALSE,653,1555.066895
Bot61,61,FALSE,721,1478.513184
Bot62,62,FALSE,721,1436.725586
Bot63,63,FALSE,721,1477.824097
Bot64,64,FALSE,712,1440.185059
Bot65,65,FALSE,668,1518.806763
Bot66,66,FALSE,721,1439.43103
Bot67,67,FALSE,721,1438.323975
Bot68,68,FALSE,721,1557.565063
Bot69,69,FALSE,584,1297.55188
Bot70,70,FALSE,657,1577.901733
Bot71,71,FALSE,681,1604.560669
Bot72,72,FALSE,699,1397.743896
Bot73,73,FALSE,464,1314.250977
Bot74,74,FALSE,721,1518.267944
Bot75,75,FALSE,676,1518.700806
Bot76,76,FALSE,708,1478.554932
Bot77,77,FALSE,696,1481.414551
Bot78,78,FALSE,721,1523.523804
Bot79,79,FALSE,689,1438.989746
Bot80,80,FALSE,692,1459.373413
Bot81,81,FALSE,721,1477.376465
Bot82,82,FALSE,658,1358.390381
Bot83,83,FALSE,528,1314.674805
Bot84,84,FALSE,442,1302.215332
Bot85,85,FALSE,518,1339.701172
Bot86,86,FALSE,561,1337.131714
Bot87,87,FALSE,643,1415.731079
Bot88,88,FALSE,552,1280.821411
Bot89,89,FALSE,716,1400.815796
Bot90,90,FALSE,690,1419.380615
Bot91,91,FALSE,568,1335.84314
Bot92,92,FALSE,518,1299.284912
Bot93,93,FALSE,664,1315.380859
Bot94,94,FALSE,721,1438.606934
Bot95,95,FALSE,610,1296.378052
Bot96,96,FALSE,499,1338.436279
Bot97,97,FALSE,657,1438.927246
Bot98,98,FALSE,683,1435.879639
Bot99,99,FALSE,461,1277.872681
