
9,9,11,Lose

9,19,8,Lose

9,14,1,Win

9,3,4,Win

9,16,0,Win

9,7,10,Lose

9,18,8,Win

9,12,6,Lose

9,12,8,Win

9,20,5,Win

9,18,3,Win

9,6,8,Lose

9,13,2,Win

9,9,4,Win

9,17,9,Lose

9,10,8,Win

9,12,3,Win

9,14,8,Win

9,8,9,Win

9,7,6,Win

9,5,11,Lose

9,4,8,Lose

9,7,9,Win

9,11,8,Win

9,10,6,Lose

9,12,8,Win

9,8,4,Win

9,5,8,Win

9,6,4,Win

9,9,4,Win

9,5,7,Lose

9,10,9,Win

9,9,8,Lose

9,8,6,Win

9,11,10,Win

9,8,8,Win

9,13,7,Win

9,13,8,Win

9,8,9,Lose

9,13,4,Win

9,9,9,Lose

9,9,7,Win

9,3,7,Win

9,9,8,Lose

9,6,8,Lose

9,3,9,Lose

9,5,8,Lose

9,8,11,Lose

9,5,9,Win

9,10,7,Lose
