
60,6,8,Lose

60,8,9,Lose

60,0,9,Lose

60,10,6,Win

60,5,0,Win

60,11,11,Win

60,3,4,Win

60,3,10,Lose

60,3,10,Lose

60,6,9,Lose

60,9,8,Lose

60,4,11,Lose

60,6,9,Lose

60,5,4,Lose

60,5,2,Win

60,6,8,Lose

60,8,2,Win

60,14,5,Win

60,8,9,Win

60,15,9,Win

60,5,9,Win

60,10,4,Win

60,6,9,Win

60,6,11,Lose

60,10,4,Win

60,4,10,Win

60,2,6,Win

60,4,6,Win

60,5,6,Win

60,6,9,Lose

60,10,9,Lose

60,11,10,Lose

60,3,9,Lose

60,2,8,Lose

60,8,10,Lose

60,10,9,Lose

60,8,8,Lose

60,6,7,Lose

60,6,6,Win

60,10,10,Win

60,7,4,Win

60,9,8,Win

60,8,8,Win

60,9,11,Lose

60,4,5,Lose

60,9,8,Win
