
33,10,8,Win

33,7,6,Win

33,4,10,Lose

33,3,7,Lose

33,17,8,Lose

33,10,4,Win

33,9,5,Win

33,5,7,Win

33,8,4,Win

33,14,11,Lose

33,8,5,Win

33,4,10,Lose

33,6,4,Win

33,4,8,Lose

33,3,3,Win

33,8,5,Win

33,9,7,Win

33,3,11,Lose

33,1,6,Win

33,1,2,Win

33,6,3,Win

33,7,6,Win

33,6,8,Lose

33,3,10,Lose

33,6,2,Win

33,6,6,Win

33,6,7,Lose

33,4,8,Win

33,6,10,Lose

33,6,7,Lose

33,4,8,Lose

33,3,7,Lose

33,4,8,Lose

33,10,10,Win

33,9,9,Lose

33,7,9,Win

33,2,9,Lose

33,3,10,Win

33,9,6,Win

33,4,9,Lose

33,7,9,Win

33,8,2,Win

33,6,10,Lose

33,4,9,Lose

33,1,9,Lose

33,3,7,Win

33,4,13,Lose

33,11,7,Win

33,5,5,Lose

33,6,7,Win
