
69,8,8,Lose

69,5,6,Lose

69,9,8,Lose

69,9,8,Win

69,10,8,Lose

69,12,8,Win

69,4,6,Win

69,5,9,Lose

69,1,2,Win

69,5,9,Lose

69,2,4,Win

69,7,8,Lose

69,7,3,Win

69,7,7,Lose

69,3,10,Lose

69,7,9,Lose

69,12,8,Win

69,6,9,Win

69,3,6,Win

69,4,8,Lose

69,2,8,Lose

69,7,8,Lose

69,16,7,Win

69,7,8,Lose

69,8,5,Win

69,11,4,Win

69,8,4,Win

69,6,2,Lose

69,1,7,Lose

69,13,7,Win

69,2,4,Win

69,6,4,Win

69,4,7,Lose

69,4,6,Lose

69,8,7,Win

69,2,5,Lose

69,9,9,Win

69,5,8,Lose

69,7,6,Win

69,1,8,Lose

69,4,5,Win

69,6,7,Lose

69,10,9,Win

69,8,10,Lose

69,7,9,Lose

69,10,7,Lose
