RowName,IDNum,InGame,GamesPlayed,SkillRating
Bot0,0,FALSE,891,1751.288696
Bot1,1,FALSE,891,1696.621338
Bot2,2,FALSE,891,1788.77124
Bot3,3,FALSE,891,1704.684937
Bot4,4,FALSE,891,1664.336792
Bot5,5,FALSE,891,1632.300903
Bot6,6,FALSE,891,1625.619385
Bot7,7,FALSE,891,1657.583008
Bot8,8,FALSE,891,1705.766602
Bot9,9,FALSE,891,1791.873413
Bot10,10,FALSE,891,1742.289795
Bot11,11,FALSE,891,1699.034546
Bot12,12,FALSE,872,1554.228027
Bot13,13,FALSE,872,1592.254639
Bot14,14,FALSE,891,1580.12561
Bot15,15,FALSE,891,1579.125488
Bot16,16,FALSE,891,1573.725098
Bot17,17,FALSE,891,1619.052734
Bot18,18,FALSE,856,1576.62561
Bot19,19,FALSE,856,1535.388428
Bot20,20,FALSE,891,1578.462036
Bot21,21,FALSE,891,1617.200073
Bot22,22,FALSE,891,1580.938599
Bot23,23,FALSE,891,1662.320679
Bot24,24,FALSE,851,1538.779785
Bot25,25,FALSE,891,1497.393311
Bot26,26,FALSE,823,1539.844727
Bot27,27,FALSE,891,1659.221802
Bot28,28,FALSE,852,1537.288818
Bot29,29,FALSE,867,1595.2771
Bot30,30,FALSE,891,1538.225098
Bot31,31,FALSE,891,1662.449829
Bot32,32,FALSE,851,1576.108032
Bot33,33,FALSE,856,1576.514282
Bot34,34,FALSE,891,1459.422607
Bot35,35,FALSE,886,1499.406494
Bot36,36,FALSE,871,1495.951294
Bot37,37,FALSE,891,1457.446289
Bot38,38,FALSE,856,1576.478638
Bot39,39,FALSE,886,1578.160645
Bot40,40,FALSE,867,1475.42749
Bot41,41,FALSE,891,1418.357178
Bot42,42,FALSE,840,1573.694092
Bot43,43,FALSE,803,1517.858521
Bot44,44,FALSE,848,1517.126709
Bot45,45,FALSE,872,1557.113525
Bot46,46,FALSE,886,1458.106445
Bot47,47,FALSE,891,1374.099487
Bot48,48,FALSE,891,1332.756348
Bot49,49,FALSE,891,1417.026001
Bot50,50,FALSE,891,1458.384888
Bot51,51,FALSE,891,1419.602417
Bot52,52,FALSE,846,1563.108154
Bot53,53,FALSE,872,1419.10498
Bot54,54,FALSE,808,1482.12439
Bot55,55,FALSE,845,1476.331665
Bot56,56,FALSE,811,1417.448975
Bot57,57,FALSE,891,1377.23291
Bot58,58,FALSE,891,1619.592651
Bot59,59,FALSE,891,1458.142822
Bot60,60,FALSE,788,1536.303467
Bot61,61,FALSE,891,1459.157471
Bot62,62,FALSE,891,1456.388916
Bot63,63,FALSE,891,1497.623657
Bot64,64,FALSE,882,1458.026489
Bot65,65,FALSE,838,1499.710327
Bot66,66,FALSE,891,1337.825073
Bot67,67,FALSE,891,1497.639038
Bot68,68,FALSE,891,1497.406616
Bot69,69,FALSE,682,1296.70874
Bot70,70,FALSE,827,1557.524536
Bot71,71,FALSE,851,1546.918213
Bot72,72,FALSE,869,1376.364746
Bot73,73,FALSE,632,1395.412476
Bot74,74,FALSE,891,1499.454346
Bot75,75,FALSE,846,1460.243896
Bot76,76,FALSE,878,1498.105835
Bot77,77,FALSE,866,1500.186523
Bot78,78,FALSE,891,1543.485474
Bot79,79,FALSE,859,1458.357544
Bot80,80,FALSE,862,1437.164551
Bot81,81,FALSE,891,1457.856567
Bot82,82,FALSE,828,1415.498047
Bot83,83,FALSE,630,1293.029297
Bot84,84,FALSE,610,1299.460327
Bot85,85,FALSE,618,1316.687256
Bot86,86,FALSE,691,1274.806763
Bot87,87,FALSE,813,1393.682129
Bot88,88,FALSE,650,1280.071045
Bot89,89,FALSE,886,1420.436279
Bot90,90,FALSE,860,1399.890015
Bot91,91,FALSE,702,1355.513306
Bot92,92,FALSE,616,1258.534546
Bot93,93,FALSE,732,1274.630493
Bot94,94,FALSE,891,1418.264404
Bot95,95,FALSE,708,1295.534912
Bot96,96,FALSE,629,1315.422363
Bot97,97,FALSE,827,1376.604248
Bot98,98,FALSE,853,1332.063477
Bot99,99,FALSE,559,1237.122314
