
49,4,13,Lose

49,4,3,Win

49,2,9,Win

49,5,7,Lose

49,8,8,Win

49,6,8,Lose

49,2,1,Win

49,3,7,Win

49,7,9,Lose

49,4,9,Lose

49,9,10,Lose

49,4,8,Lose

49,8,4,Win

49,6,11,Win

49,9,7,Lose

49,3,7,Lose

49,7,4,Win

49,8,5,Win

49,4,3,Win

49,7,10,Lose

49,4,7,Lose

49,0,6,Win

49,5,8,Lose

49,5,8,Win

49,5,6,Win

49,3,9,Lose

49,8,11,Lose

49,4,3,Win

49,5,7,Win

49,12,9,Lose

49,11,7,Lose

49,9,7,Lose

49,9,8,Lose

49,10,3,Win

49,14,7,Lose

49,18,8,Lose

49,9,4,Win

49,8,4,Win

49,10,7,Lose

49,9,2,Win

49,13,6,Win

49,11,6,Win

49,8,10,Lose

49,8,11,Win

49,4,8,Lose

49,10,7,Win

49,5,10,Lose

49,7,11,Win

49,8,8,Lose

49,13,7,Win
