
81,11,6,Win

81,4,8,Lose

81,4,12,Win

81,2,7,Lose

81,8,13,Lose

81,6,3,Win

81,1,7,Lose

81,4,8,Win

81,4,9,Lose

81,4,3,Win

81,8,11,Lose

81,4,10,Lose

81,4,9,Lose

81,10,7,Win

81,4,4,Win

81,2,6,Lose

81,6,6,Win

81,6,5,Win

81,2,3,Win

81,9,8,Win

81,4,7,Win

81,3,11,Win

81,2,8,Lose

81,5,12,Lose

81,5,8,Lose

81,4,7,Win

81,7,7,Lose

81,5,7,Lose

81,5,10,Lose

81,8,9,Win

81,2,11,Lose

81,7,8,Lose

81,4,9,Lose

81,3,7,Lose

81,5,7,Win

81,5,12,Win

81,4,7,Lose

81,9,10,Lose

81,12,8,Lose

81,3,8,Lose

81,6,10,Win

81,12,7,Win

81,5,4,Win

81,7,12,Lose

81,8,8,Win

81,5,8,Win

81,8,10,Win

81,5,12,Lose

81,3,8,Win

81,8,7,Lose
