
4,12,10,Win

4,12,3,Win

4,6,7,Win

4,15,3,Win

4,11,6,Win

4,6,10,Lose

4,16,0,Win

4,10,2,Win

4,8,6,Win

4,10,6,Lose

4,11,7,Win

4,6,8,Lose

4,3,10,Win

4,4,5,Lose

4,6,2,Win

4,9,6,Win

4,7,3,Win

4,15,7,Win

4,6,12,Lose

4,7,8,Lose

4,8,5,Win

4,12,6,Win

4,7,5,Win

4,13,6,Win

4,3,12,Lose

4,8,10,Lose

4,10,4,Win

4,12,10,Lose

4,10,8,Lose

4,11,7,Win

4,6,4,Win

4,7,14,Lose

4,6,11,Lose

4,5,4,Lose

4,6,6,Win

4,2,11,Lose

4,9,9,Lose

4,5,7,Lose

4,8,8,Lose

4,16,6,Lose

4,25,7,Lose

4,16,2,Win

4,16,8,Win

4,4,7,Lose

4,10,4,Win

4,17,5,Win

4,5,3,Win

4,16,9,Lose

4,17,9,Win

4,7,2,Win

4,10,4,Win
