
87,11,8,Win

87,2,8,Lose

87,6,8,Lose

87,6,2,Win

87,2,6,Win

87,1,10,Lose

87,3,4,Win

87,1,6,Lose

87,11,12,Win

87,9,8,Lose

87,5,10,Win

87,5,8,Lose

87,5,2,Win

87,1,6,Lose

87,7,5,Win

87,3,6,Lose

87,5,8,Lose

87,4,3,Win

87,0,0,Lose

87,8,12,Lose

87,4,4,Win

87,4,12,Lose

87,6,12,Lose

87,6,9,Win

87,3,5,Lose

87,6,5,Win

87,9,10,Lose

87,11,7,Lose

87,5,8,Lose

87,11,7,Win

87,5,11,Lose

87,3,4,Win

87,6,5,Win

87,7,13,Lose

87,3,10,Lose

87,10,3,Win

87,7,9,Lose

87,2,10,Lose

87,7,5,Win

87,8,8,Lose

87,6,8,Lose

87,3,10,Lose

87,9,7,Lose

87,5,7,Lose

87,5,7,Lose

87,2,0,Lose
