
77,10,7,Win

77,8,5,Win

77,6,10,Lose

77,2,4,Win

77,2,5,Win

77,2,7,Lose

77,3,10,Win

77,2,6,Lose

77,3,7,Win

77,5,9,Lose

77,4,7,Lose

77,4,8,Lose

77,4,6,Lose

77,4,8,Lose

77,2,10,Lose

77,7,8,Lose

77,3,11,Lose

77,6,3,Win

77,4,7,Lose

77,7,4,Win

77,7,10,Win

77,5,11,Lose

77,9,8,Lose

77,14,8,Lose

77,9,12,Win

77,5,7,Win

77,8,5,Win

77,9,11,Win

77,3,11,Lose

77,10,13,Win

77,8,11,Win

77,4,8,Win

77,5,8,Lose

77,5,6,Lose

77,8,11,Win

77,4,8,Win

77,7,8,Lose

77,7,12,Win

77,4,6,Lose

77,9,10,Lose

77,1,10,Lose

77,5,6,Win

77,5,12,Lose

77,12,8,Win

77,5,9,Lose

77,1,8,Lose

77,5,9,Win

77,7,9,Win

77,2,10,Lose

77,9,8,Lose
