RowName,IDNum,InGame,GamesPlayed,SkillRating
Bot0,0,FALSE,631,1665.018921
Bot1,1,FALSE,631,1654.410522
Bot2,2,FALSE,631,1780.919922
Bot3,3,FALSE,631,1619.683838
Bot4,4,FALSE,631,1704.11853
Bot5,5,FALSE,631,1708.864868
Bot6,6,FALSE,631,1702.776489
Bot7,7,FALSE,631,1614.384399
Bot8,8,FALSE,631,1663.260254
Bot9,9,FALSE,631,1707.292114
Bot10,10,FALSE,631,1659.528564
Bot11,11,FALSE,631,1577.184937
Bot12,12,FALSE,612,1556.003052
Bot13,13,FALSE,612,1594.975708
Bot14,14,FALSE,631,1537.818115
Bot15,15,FALSE,631,1579.646973
Bot16,16,FALSE,631,1656.228027
Bot17,17,FALSE,631,1499.909912
Bot18,18,FALSE,631,1537.71814
Bot19,19,FALSE,631,1575.812256
Bot20,20,FALSE,631,1499.261475
Bot21,21,FALSE,631,1578.141968
Bot22,22,FALSE,631,1624.384155
Bot23,23,FALSE,631,1576.632568
Bot24,24,FALSE,626,1499.033691
Bot25,25,FALSE,631,1616.928467
Bot26,26,FALSE,563,1537.411743
Bot27,27,FALSE,631,1615.273804
Bot28,28,FALSE,627,1498.217773
Bot29,29,FALSE,607,1557.227905
Bot30,30,FALSE,631,1538.820679
Bot31,31,FALSE,631,1618.070068
Bot32,32,FALSE,626,1536.984253
Bot33,33,FALSE,631,1656.539307
Bot34,34,FALSE,631,1459.774292
Bot35,35,FALSE,626,1460.148071
Bot36,36,FALSE,611,1535.632935
Bot37,37,FALSE,631,1500.156006
Bot38,38,FALSE,631,1535.971802
Bot39,39,FALSE,626,1539.403564
Bot40,40,FALSE,607,1437.081299
Bot41,41,FALSE,631,1377.548462
Bot42,42,FALSE,580,1576.017822
Bot43,43,FALSE,551,1477.900269
Bot44,44,FALSE,588,1478.789429
Bot45,45,FALSE,612,1556.184814
Bot46,46,FALSE,626,1417.64978
Bot47,47,FALSE,631,1418.686523
Bot48,48,FALSE,631,1419.485229
Bot49,49,FALSE,631,1498.490601
Bot50,50,FALSE,631,1419.369141
Bot51,51,FALSE,631,1418.320312
Bot52,52,FALSE,621,1440.838745
Bot53,53,FALSE,612,1459.589355
Bot54,54,FALSE,548,1397.456787
Bot55,55,FALSE,585,1556.960083
Bot56,56,FALSE,551,1335.151978
Bot57,57,FALSE,604,1458.119507
Bot58,58,FALSE,631,1578.660278
Bot59,59,FALSE,631,1457.949951
Bot60,60,FALSE,563,1496.465698
Bot61,61,FALSE,604,1498.933838
Bot62,62,FALSE,631,1496.889893
Bot63,63,FALSE,604,1457.014893
Bot64,64,FALSE,595,1419.921143
Bot65,65,FALSE,578,1537.667358
Bot66,66,FALSE,631,1376.402222
Bot67,67,FALSE,631,1458.360107
Bot68,68,FALSE,631,1538.017212
Bot69,69,FALSE,554,1340.007446
Bot70,70,FALSE,567,1518.778809
Bot71,71,FALSE,591,1624.114868
Bot72,72,FALSE,609,1418.438843
Bot73,73,FALSE,434,1314.972534
Bot74,74,FALSE,631,1499.151489
Bot75,75,FALSE,586,1537.561401
Bot76,76,FALSE,618,1458.591064
Bot77,77,FALSE,579,1462.258789
Bot78,78,FALSE,631,1583.163574
Bot79,79,FALSE,572,1460.484619
Bot80,80,FALSE,602,1438.751465
Bot81,81,FALSE,631,1498.647827
Bot82,82,FALSE,568,1380.155151
Bot83,83,FALSE,438,1335.878662
Bot84,84,FALSE,412,1344.670898
Bot85,85,FALSE,428,1320.287598
Bot86,86,FALSE,531,1340.204468
Bot87,87,FALSE,526,1435.075317
Bot88,88,FALSE,522,1320.925781
Bot89,89,FALSE,599,1460.029419
Bot90,90,FALSE,573,1438.724854
Bot91,91,FALSE,538,1338.915894
Bot92,92,FALSE,488,1300.00647
Bot93,93,FALSE,574,1336.584717
Bot94,94,FALSE,631,1416.538452
Bot95,95,FALSE,580,1336.482422
Bot96,96,FALSE,469,1298.331909
Bot97,97,FALSE,567,1499.3479
Bot98,98,FALSE,593,1455.106934
Bot99,99,FALSE,431,1317.977051
